BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Glenn McGrath,8,3,23,1,2.88,38,3,0,0,0
Brett Lee,9,1,36,3,4.00,42,5,1,3,1
Jason Gillespie,10,2,13,3,1.30,48,0,0,1,0
Andrew Symonds,6,0,25,0,4.17,23,1,0,4,0
Brad Hogg,4.4,0,16,1,3.43,19,2,0,0,0
Darren Lehmann,4,0,7,1,1.75,17,0,0,0,0
