BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Gerrie Snyman,8,0,51,2,6.38,27,7,0,4,1
Rudi van Vuuren,10,1,47,0,4.70,33,5,0,1,0
Bjorn Kotze,10,1,51,2,5.10,31,5,0,3,0
Louis Burger,10,0,45,1,4.50,32,3,0,2,0
Deon Kotze,8,0,32,1,4.00,21,1,0,0,0
Jan-Berrie Burger,4,0,18,1,4.50,12,1,0,0,0
