BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Syed Abid Ali,12,5,22,2,1.83,-,-,-,0,0
Madan Lal,9.3,2,15,3,1.58,-,-,-,0,0
Bishan Bedi,12,8,6,1,0.50,-,-,-,0,0
Srinivas Venkataraghavan,12,4,29,0,2.42,-,-,-,0,0
Mohinder Amarnath,10,0,39,2,3.90,-,-,-,0,0
