BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
James Anderson,9,0,54,0,6.00,30,6,0,3,0
Ajmal Shahzad,10,0,43,3,4.30,40,3,0,5,0
Tim Bresnan,10,1,35,1,3.50,43,5,0,1,0
Graeme Swann,10,1,42,2,4.20,39,4,1,2,0
Ravi Bopara,3,0,19,0,6.33,8,2,0,3,0
Paul Collingwood,7,0,24,0,3.43,24,0,0,0,0
