BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Dave Langford-Smith,9,1,33,1,3.67,37,3,0,3,0
Boyd Rankin,5,0,38,0,7.60,13,6,0,2,0
Andre Botha,6,0,35,0,5.83,21,3,2,0,0
John Mooney,4,1,22,0,5.50,13,2,1,0,0
Kyle McCallan,10,0,35,1,3.50,44,1,3,1,0
Kevin O'Brien,3,0,13,0,4.33,10,1,0,0,0
Andrew White,1.1,0,13,0,11.14,2,1,1,0,0
