BATSMEN,,R,B,M,4s,6s,SR
Sidath Wettimuny,c Shahid Mahboob b Rashid Khan,50,127,-,4,0,39.37
Brendon Kuruppu,b Rashid Khan,12,36,-,1,0,33.33
Roy Dias,st Wasim Bari b Abdul Qadir,47,73,-,7,0,64.38
Duleep Mendis,c Wasim Bari b Abdul Qadir,33,49,-,5,0,67.35
Rumesh Ratnayake,st Wasim Bari b Abdul Qadir,1,6,-,0,0,16.67
Ranjan Madugalle,c Abdul Qadir b Shahid Mahboob,26,20,-,1,1,130.00
Arjuna Ranatunga,c Zaheer Abbas b Abdul Qadir,0,1,-,0,0,0.00
Somachandra De Silva,run out,1,3,-,0,0,33.33
Guy de Alwis,c Javed Miandad b Abdul Qadir,4,5,-,1,0,80.00
Ashantha de Mel,c Imran Khan b Sarfraz Nawaz,17,19,-,1,0,89.47
Vinothen John,not out,6,15,-,0,0,40.00
