BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Ravi Ratnayeke,10,1,41,3,4.10,-,-,-,0,0
Vinothen John,5,1,25,0,5.00,-,-,-,0,0
Rumesh Ratnayake,5,0,39,1,7.80,-,-,-,0,0
Sridharan Jeganathan,10,1,33,1,3.30,-,-,-,0,0
Don Anurasiri,10,1,46,1,4.60,-,-,-,0,0
Aravinda de Silva,10,0,43,2,4.30,-,-,-,0,0
