BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Patrick Patterson,10,0,31,3,3.10,-,-,-,0,0
Courtney Walsh,9,2,43,1,4.78,-,-,-,0,0
Winston Benjamin,10,0,43,1,4.30,-,-,-,0,0
Roger Harper,10,1,29,1,2.90,-,-,-,0,0
Carl Hooper,8,0,35,1,4.38,-,-,-,0,0
Sir Viv Richards,3,0,17,0,5.67,-,-,-,0,0
