BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
John Mooney,7,2,52,1,7.43,25,3,3,1,2
Max Sorensen,6,0,76,0,12.67,13,8,4,6,1
Kevin O'Brien,7,0,95,1,13.57,7,12,3,0,0
George Dockrell,10,0,56,0,5.60,27,5,1,0,0
Paul Stirling,10,0,68,0,6.80,15,6,0,0,0
Andy McBrine,10,0,63,2,6.30,19,3,1,0,0
