BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Dale Steyn,8,0,39,2,4.88,28,5,0,0,0
Kyle Abbott,8,0,21,4,2.63,37,2,0,1,0
Morne Morkel,9,0,34,3,3.78,40,5,0,3,0
Imran Tahir,10,1,50,0,5.00,37,5,2,0,0
Farhaan Behardien,2,0,13,0,6.50,3,1,0,0,0
Rilee Rossouw,2,0,13,0,6.50,2,0,0,0,0
Faf du Plessis,4,0,30,0,7.50,10,1,1,1,0
AB de Villiers,2,0,7,1,3.50,8,1,0,0,0
