BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Kapil Dev,11,1,32,1,2.91,-,-,-,0,0
Balwinder Sandhu,11,2,44,1,4.00,-,-,-,0,0
Roger Binny,11,2,45,2,4.09,-,-,-,0,0
Madan Lal,11,2,42,3,3.82,-,-,-,0,0
Mohinder Amarnath,12,1,37,1,3.08,-,-,-,0,0
Ravi Shastri,1,0,7,0,7.00,-,-,-,0,0
