BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Paul-Jan Bakker,10,1,64,0,6.40,-,-,-,1,0
Steven Lubbers,8,0,50,0,6.25,-,-,-,0,0
Tim de Leede,10,0,59,0,5.90,-,-,-,1,0
Flavian Aponso,10,0,57,1,5.70,-,-,-,0,0
Peter Cantrell,10,0,61,1,6.10,-,-,-,0,0
Eric Gouka,2,0,32,1,16.00,-,-,-,0,1
