BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shaun Pollock,8,0,35,1,4.38,-,-,-,5,0
Craig Matthews,10,0,38,2,3.80,-,-,-,0,0
Allan Donald,6,0,21,2,3.50,-,-,-,1,0
Hansie Cronje,3,1,3,0,1.00,-,-,-,0,0
Pat Symcox,10,1,22,2,2.20,-,-,-,0,0
Brian McMillan,4,2,5,0,1.25,-,-,-,0,0
Jacques Kallis,7,1,30,0,4.29,-,-,-,0,0
Daryll Cullinan,2,0,7,0,3.50,-,-,-,0,0
