BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shafiul Islam,2,0,11,0,5.50,7,2,0,0,0
Naeem Islam,6,1,14,1,2.33,27,1,0,1,0
Rubel Hossain,1,0,12,0,12.00,1,2,0,0,0
Abdur Razzak,1,0,8,0,8.00,5,1,0,2,0
Mohammad Ashraful,2,0,11,0,5.50,7,2,0,0,0
Shakib Al Hasan,0.2,0,1,0,3.00,1,0,0,0,0
