BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Courtney Walsh,10,0,25,4,2.50,47,1,0,1,4
Mervyn Dillon,10,0,43,1,4.30,36,1,1,6,0
Hendy Bryan,9.2,0,30,1,3.21,42,1,0,11,0
Reon King,10,1,30,3,3.00,41,2,0,3,0
Phil Simmons,10,0,46,1,4.60,33,3,0,4,1
