BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Chaminda Vaas,10,1,31,1,3.10,42,1,1,0,0
Lasith Malinga,9.2,0,54,4,5.79,33,8,0,1,1
Farveez Maharoof,7,0,41,0,5.86,17,4,0,0,0
Muttiah Muralitharan,10,0,34,3,3.40,32,1,0,1,0
Sanath Jayasuriya,10,0,34,1,3.40,29,0,0,1,0
Tillakaratne Dilshan,2,0,9,0,4.50,4,0,0,0,0
