BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Darren Gough,10,1,34,4,3.40,41,2,0,2,1
Ian Austin,9.4,0,41,1,4.24,39,5,0,2,0
Alan Mullally,10,0,41,0,4.10,44,4,1,2,2
Mark Ealham,10,0,49,2,4.90,35,5,0,0,0
Robert Croft,10,1,32,1,3.20,41,3,0,0,0
