BATSMEN,,R,B,M,4s,6s,SR
Rick Darling,c Wasim Bari b Imran Khan,13,25,26,1,0,52.00
Andrew Hilditch,c Sadiq Mohammad b Mudassar Nazar,72,129,185,4,0,55.81
Allan Border,b Sikander Bakht,0,5,5,0,0,0.00
Kim Hughes,lbw b Sikander Bakht,15,37,32,2,0,40.54
Graham Yallop,b Majid Khan,37,64,64,2,0,57.81
Jeff Moss,run out,7,16,20,0,0,43.75
Gary Cosier,c & b Majid Khan,0,1,1,0,0,0.00
Kevin Wright,c Wasim Bari b Imran Khan,23,37,57,0,0,62.16
Graeme Porter,c Sadiq Mohammad b Majid Khan,3,9,4,0,0,33.33
Geoff Dymock,lbw b Sikander Bakht,10,18,15,0,0,55.56
Alan Hurst,not out,3,2,4,0,0,150.00
