BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Richard Hadlee,11,2,41,1,3.73,-,-,-,0,0
Ewen Chatfield,11,0,45,1,4.09,-,-,-,0,0
Lance Cairns,12,1,48,2,4.00,-,-,-,0,0
Jeremy Coney,12,0,40,2,3.33,-,-,-,0,0
Brian McKechnie,11,0,46,1,4.18,-,-,-,0,0
John Morrison,3,0,12,0,4.00,-,-,-,0,0
