BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Glenn McGrath,7,1,17,3,2.43,32,1,0,0,0
Shaun Tait,6,1,39,3,6.50,25,3,0,9,1
Stuart Clark,8,1,19,1,2.38,40,2,0,1,0
Brad Hogg,6,2,9,1,1.50,31,0,0,2,0
Andrew Symonds,3,1,7,1,2.33,14,1,0,0,0
