BATSMEN,,R,B,M,4s,6s,SR
Ian Bell,b Southee,8,17,18,1,0,47.06
Moeen Ali,b Southee,20,15,31,4,0,133.33
Gary Ballance,c Williamson b Boult,10,26,46,0,0,38.46
Joe Root,c Vettori b Milne,46,70,123,3,0,65.71
Eoin Morgan,c Milne b Vettori,17,41,51,1,0,41.46
James Taylor,b Southee,0,2,3,0,0,0.00
Jos Buttler,c Ronchi b Southee,3,7,8,0,0,42.86
Chris Woakes,b Southee,1,2,3,0,0,50.00
Stuart Broad,c Vettori b Southee,4,10,10,0,0,40.00
Steven Finn,c LRPL Taylor b Southee,0,8,10,0,0,0.00
James Anderson,not out,1,2,5,0,0,50.00
