BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shane Bond,10,3,29,3,2.90,50,5,0,3,0
Andre Adams,6,0,38,0,6.33,21,5,1,0,0
Jacob Oram,10,1,52,4,5.20,44,4,3,7,0
Daniel Vettori,10,0,34,0,3.40,39,2,0,1,1
Scott Styris,4,0,23,2,5.75,17,5,0,1,0
Chris Harris,7,1,19,1,2.71,32,1,0,0,0
