BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mohammad Irfan,10,0,44,1,4.40,33,5,0,1,0
Sohail Khan,10,1,73,1,7.30,32,6,4,0,1
Shahid Afridi,10,0,48,0,4.80,31,2,1,1,0
Haris Sohail,9,0,62,2,6.89,22,8,1,0,0
Wahab Riaz,10,0,67,1,6.70,30,6,1,4,0
Sohaib Maqsood,1,0,8,0,8.00,2,1,0,0,0
