BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mudassar Bukhari,6,1,33,1,5.50,24,4,1,2,0
Ryan ten Doeschate,7,0,38,0,5.43,25,6,0,2,0
Pieter Seelaar,10,1,53,3,5.30,35,7,1,0,0
Peter Borren,8,0,33,1,4.13,30,3,1,0,0
Tom Cooper,2,0,11,0,5.50,7,2,0,0,0
Bradley Kruger,3.3,0,23,0,6.57,10,4,0,0,0
