BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Nathan McCullum,6,0,33,0,5.50,23,3,2,1,0
Tim Southee,10,2,57,3,5.70,40,8,1,1,0
Daniel Vettori,10,0,36,1,3.60,37,3,0,0,0
Jacob Oram,8,1,29,0,3.63,37,4,1,0,0
Andy McKay,9.5,1,37,1,3.76,40,4,0,2,0
Scott Styris,2,0,12,0,6.00,3,1,0,0,0
Jesse Ryder,2,0,14,0,7.00,7,3,0,0,0
