BATSMEN,,R,B,M,4s,6s,SR
Ruvindu Gunasekera,c Taylor b Mills,2,7,9,0,0,28.57
Hiral Patel,c BB McCullum b Oram,31,35,61,5,1,88.57
Zubin Surkari,c Taylor b Mills,1,11,10,0,0,9.09
Ashish Bagai,c BB McCullum b NL McCullum,84,87,145,10,0,96.55
Jimmy Hansra,not out,70,105,140,4,1,66.67
Rizwan Cheema,c BB McCullum b Oram,2,4,5,0,0,50.00
John Davison,run out (BB McCullum),15,21,37,2,0,71.43
Balaji Rao,c NL McCullum b Oram,9,9,13,1,0,100.00
Harvir Baidwan,c Franklin b Southee,8,6,14,1,0,133.33
Khurram Chohan,c Taylor b Ryder,22,16,23,2,1,137.50
Henry Osinde,not out,0,0,1,0,0,0.00
