BATSMEN,,R,B,M,4s,6s,SR
Tom Moody,c Saleem Malik b Aaqib Javed,4,18,22,0,0,22.22
Geoff Marsh,c Moin Khan b Imran Khan,39,91,139,1,0,42.86
David Boon,c Mushtaq Ahmed b Aaqib Javed,5,15,22,1,0,33.33
Dean Jones,c Aaqib Javed b Mushtaq Ahmed,47,79,82,2,0,59.49
Mark Waugh,c Ijaz Ahmed b Mushtaq Ahmed,30,42,51,2,0,71.43
Allan Border,c Ijaz Ahmed b Mushtaq Ahmed,1,4,4,0,0,25.00
Steve Waugh,c Moin Khan b Imran Khan,5,6,4,1,0,83.33
Ian Healy,c Ijaz Ahmed b Aaqib Javed,8,15,19,0,0,53.33
Craig McDermott,lbw b Wasim Akram,0,2,5,0,0,0.00
Mike Whitney,b Wasim Akram,5,9,8,0,0,55.56
Bruce Reid,not out,0,0,4,0,0,0.00
