BATSMEN,,R,B,M,4s,6s,SR
Jeremy Bray,c Arnold b Maharoof,20,29,32,4,0,68.97
William Porterfield,c Jayasuriya b Maharoof,17,51,79,1,0,33.33
Andre Botha,c Sangakkara b Maharoof,0,2,2,0,0,0.00
Eoin Morgan,c Sangakkara b Maharoof,0,1,1,0,0,0.00
Niall O'Brien,c Sangakkara b Muralitharan,4,28,46,0,0,14.29
Kevin O'Brien,c Jayasuriya b Muralitharan,2,4,14,0,0,50.00
Kenny Carroll,b Muralitharan,0,2,1,0,0,0.00
Trent Johnston,run out (Maharoof),0,4,5,0,0,0.00
Kyle McCallan,lbw b Muralitharan,0,9,10,0,0,0.00
Dave Langford-Smith,lbw b Vaas,18,21,29,2,1,85.71
Boyd Rankin,not out,7,17,20,1,0,41.18
