BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mashrafe Mortaza,8,0,60,1,7.50,25,7,2,1,1
Shakib Al Hasan,10,0,46,1,4.60,31,1,2,1,0
Taskin Ahmed,7,0,43,3,6.14,20,6,0,2,0
Rubel Hossain,8,0,60,0,7.50,25,8,2,1,0
Mahmudullah,5,0,29,0,5.80,15,2,1,0,0
Sabbir Rahman,7,0,47,1,6.71,13,3,1,0,0
Nasir Hossain,5,0,32,2,6.40,10,1,1,0,0
