BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
John Blain,8,0,35,1,4.38,33,3,0,1,5
Asim Butt,10,3,21,1,2.10,50,2,0,1,1
James Brinkley,8,0,43,0,5.38,26,5,0,0,0
Gavin Hamilton,8.5,0,37,0,4.19,29,1,0,2,2
Nick Dyer,10,1,43,2,4.30,37,6,0,0,0
