BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Martin Snedden,10,0,48,1,4.80,-,-,-,0,0
Ewen Chatfield,10,2,52,2,5.20,-,-,-,0,0
Stephen Boock,10,1,45,0,4.50,-,-,-,0,0
John Bracewell,4,0,24,0,6.00,-,-,-,0,0
Dipak Patel,8,0,26,0,3.25,-,-,-,0,0
Willie Watson,8,0,46,2,5.75,-,-,-,0,0
