BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Craig McDermott,10,1,43,1,4.30,-,-,-,0,0
Bruce Reid,6,0,30,0,5.00,-,-,-,0,0
Steve Waugh,9.4,0,37,2,3.83,-,-,-,0,0
Andrew Zesers,6,0,37,1,6.17,-,-,-,0,0
Tim May,10,0,52,0,5.20,-,-,-,0,0
Allan Border,7,0,27,2,3.86,-,-,-,0,0
