BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Craig McDermott,10,0,33,1,3.30,-,-,-,3,0
Bruce Reid,9,0,37,0,4.11,-,-,-,4,2
Steve Waugh,10,0,36,3,3.60,-,-,-,6,0
Mike Whitney,10,1,50,1,5.00,-,-,-,2,0
Tom Moody,10,0,42,2,4.20,-,-,-,1,0
Mark Waugh,1,0,13,0,13.00,-,-,-,0,1
