BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sheldon Cottrell,10,0,65,0,6.50,30,5,2,3,0
Jason Holder,9,0,62,0,6.89,20,8,0,1,0
Andre Russell,6,0,42,1,7.00,16,3,1,1,0
Shannon Gabriel,8.3,0,78,0,9.18,15,7,3,2,0
Oshane Thomas,6,0,52,1,8.67,14,7,0,5,0
Chris Gayle,2,0,22,0,11.00,2,2,0,1,0
