time_period,term,tfidf
2019-9-Q4,whistle,0.11078765511962506
2019-9-Q4,inquiry,0.1092995987999322
2019-9-Q4,review,0.10211102758191701
2019-9-Q4,says,0.09610449654768659
2019-9-Q4,trumps,0.09009796551345618
2019-9-Q4,briefing,0.09009796551345618
2019-9-Q4,2019,0.08133875024792953
2019-9-Q4,dies,0.07808490344499536
2019-9-Q4,blower,0.07468109991348988
2019-9-Q4,complaint,0.07273388662492139
2019-9-Q4,september,0.06996465018698365
2019-9-Q4,climate,0.06927889972486813
2019-10-Q1,trump,0.315750933502817
2019-10-Q1,impeachment,0.20882206513882376
2019-10-Q1,new,0.1776099000953346
2019-10-Q1,review,0.11840660006355638
2019-10-Q1,ukraine,0.10549085320417116
2019-10-Q1,joker,0.10440130933665583
2019-10-Q1,says,0.10113897088762108
2019-10-Q1,trumps,0.09867216671963032
2019-10-Q1,briefing,0.0937385583836488
2019-10-Q1,police,0.0888049500476673
2019-10-Q1,hong_kong,0.08649078218640334
2019-10-Q1,new_york,0.07893773337570426
2019-10-Q1,world,0.07893773337570426
2019-10-Q1,october,0.07631732361344613
2019-10-Q1,whistle,0.0748532740420208
2019-10-Q1,day,0.07400412503972274
2019-10-Q1,salazar,0.07218270144141004
2019-10-Q1,dies,0.06907051670374123
2019-10-Q1,million,0.06907051670374123
2019-10-Q1,china,0.06907051670374123
2019-10-Q2,trump,0.28710085927074686
2019-10-Q2,impeachment,0.17071714240288274
2019-10-Q2,syria,0.16140529827181638
2019-10-Q2,new,0.144613766151191
2019-10-Q2,kurds,0.12605257761809796
2019-10-Q2,typhoon,0.10714469097538326
2019-10-Q2,debate,0.10266337746840556
2019-10-Q2,review,0.10208030551848776
2019-10-Q2,kurdish,0.08554398926431249
2019-10-Q2,lang,0.08388532001923797
2019-10-Q2,hagibis,0.08388532001923797
2019-10-Q2,briefing,0.08081357520213615
2019-10-Q2,october,0.07989324618532836
2019-10-Q2,nobel,0.07989324618532836
2019-10-Q2,china,0.07868690217050099
2019-10-Q2,turkey,0.07681710039538081
2019-10-Q2,ukraine,0.07334308439751025
2019-10-Q2,says,0.0723068830755955
2019-10-Q2,california,0.06592686398069002
2019-10-Q2,dies,0.06380019094905486
2019-10-Q3,trump,0.23008470268552242
2019-10-Q3,brexit,0.18266424824982908
2019-10-Q3,playoffs,0.17844773774644693
2019-10-Q3,review,0.15255616156322682
2019-10-Q3,syria,0.14965715809416089
2019-10-Q3,impeachment,0.12410593598052365
2019-10-Q3,new,0.12254511338685432
2019-10-Q3,week,0.11754327202412558
2019-10-Q3,moma,0.10584520533473506
2019-10-Q3,17,0.10446899086195495
2019-10-Q3,debate,0.0965838979890726
2019-10-Q3,cummings,0.09635278712322813
2019-10-Q3,dies,0.09003314452911747
2019-10-Q3,make,0.0875322238477531
2019-10-Q3,elijah,0.07938390400105129
2019-10-Q3,mulvaney,0.07539057386561947
2019-10-Q3,briefing,0.07252669975956684
2019-10-Q3,says,0.07002577907820247
2019-10-Q3,deal,0.06872001983415905
2019-10-Q3,astros,0.06656237138390268
2019-10-Q4,trump,0.23200498448404228
2019-10-Q4,impeachment,0.19535698582580946
2019-10-Q4,new,0.17311141149963155
2019-10-Q4,baghdadi,0.1715787043909899
2019-10-Q4,review,0.1552648742316283
2019-10-Q4,california,0.12492576087602277
2019-10-Q4,world,0.12135645342242211
2019-10-Q4,nationals,0.11737879613038411
2019-10-Q4,halloween,0.11737879613038411
2019-10-Q4,al,0.11649311195492339
2019-10-Q4,isis,0.10488170959071583
2019-10-Q4,says,0.09458664752041723
2019-10-Q4,dies,0.09458664752041723
2019-10-Q4,series,0.08728571891197663
2019-10-Q4,briefing,0.08209407143281497
2019-10-Q4,raid,0.08067753771038298
2019-10-Q4,trumps,0.08030941770601464
2019-10-Q4,brexit,0.07667586388846405
2019-10-Q4,zuckerberg,0.07500903040487888
2019-10-Q4,inquiry,0.074042939645486
2019-11-Q1,trump,0.29053834579307997
2019-11-Q1,new,0.1753248638406517
2019-11-Q1,2019,0.17297742045325953
2019-11-Q1,impeachment,0.14622417538245958
2019-11-Q1,election,0.1172527118591357
2019-11-Q1,review,0.10769955921640034
2019-11-Q1,kentucky,0.08814047819128369
2019-11-Q1,warren,0.08516649813615411
2019-11-Q1,day,0.08515779100831655
2019-11-Q1,briefing,0.08265315009630723
2019-11-Q1,mormon,0.08143318455670163
2019-11-Q1,dies,0.08014850918429793
2019-11-Q1,general,0.07882490877164061
2019-11-Q1,elizabeth,0.07461771078375902
2019-11-Q1,new_york,0.07263458644826999
2019-11-Q1,testimony,0.07006723324082213
2019-11-Q1,popeyes,0.06879974788766025
2019-11-Q1,marathon,0.06334475936417079
2019-11-Q1,mexico,0.06305992701731249
2019-11-Q1,whats,0.06261602280023276
2019-11-Q2,impeachment,0.35655142442919013
2019-11-Q2,trump,0.22929119771819406
2019-11-Q2,new,0.13928904534282815
2019-11-Q2,hearings,0.13704673911407605
2019-11-Q2,day,0.10500251110459353
2019-11-Q2,hearing,0.10344230643664175
2019-11-Q2,review,0.10285960271470387
2019-11-Q2,briefing,0.08571633559558656
2019-11-Q2,bloomberg,0.08392689177416815
2019-11-Q2,deval,0.08360664567855979
2019-11-Q2,says,0.08143051881580723
2019-11-Q2,ukraine,0.07685911698704609
2019-11-Q2,veterans,0.07541079813052527
2019-11-Q2,dies,0.07500179364613824
2019-11-Q2,court,0.07071597686635891
2019-11-Q2,yovanovitch,0.06967220473213316
2019-11-Q2,evo,0.06967220473213316
2019-11-Q2,bolivia,0.06801992369195967
2019-11-Q2,hong_kong,0.06543962872325132
2019-11-Q2,thanksgiving,0.06350744146535547
2019-11-Q3,impeachment,0.32775085075748783
2019-11-Q3,trump,0.2460591273883386
2019-11-Q3,hearings,0.17722514700040345
2019-11-Q3,sondland,0.14159674235674216
2019-11-Q3,curio,0.12469906065294252
2019-11-Q3,new,0.12183510191073076
2019-11-Q3,debate,0.11788604473952374
2019-11-Q3,review,0.1003347898088371
2019-11-Q3,nov,0.0991177196497195
2019-11-Q3,hilton,0.09843167837111999
2019-11-Q3,briefing,0.0907790955413288
2019-11-Q3,gordon,0.08678338372612888
2019-11-Q3,statement,0.08614436660462539
2019-11-Q3,hong_kong,0.08105820212600058
2019-11-Q3,democratic,0.08057875283088617
2019-11-Q3,day,0.07644555414006636
2019-11-Q3,sondlands,0.07538370588351405
2019-11-Q3,hearing,0.07303469016945714
2019-11-Q3,dies,0.06927878343943514
2019-11-Q3,trumps,0.06927878343943514
2019-11-Q4,thanksgiving,0.4527342607252031
2019-11-Q4,trump,0.17567913724912765
2019-11-Q4,holiday,0.12455906266199926
2019-11-Q4,impeachment,0.1151984172867367
2019-11-Q4,new,0.11202727592697995
2019-11-Q4,black,0.09846327797069192
2019-11-Q4,nov,0.09809242315712734
2019-11-Q4,day,0.07892830803946314
2019-11-Q4,ski,0.07728612532509119
2019-11-Q4,review,0.07638223358657724
2019-11-Q4,2019,0.07585208971410906
2019-11-Q4,turkey,0.07524508022918967
2019-11-Q4,tiffany,0.06977430916759374
2019-11-Q4,hong_kong,0.06911237194571723
2019-11-Q4,dies,0.06874401022791951
2019-11-Q4,gallagher,0.06517262738420204
2019-11-Q4,albania,0.06517262738420204
2019-11-Q4,briefing,0.0636518613221477
2019-11-Q4,books,0.0636518613221477
2019-11-Q4,best,0.0636518613221477
2019-12-Q1,trump,0.2410071443046605
2019-12-Q1,impeachment,0.21887146942815902
2019-12-Q1,nato,0.19080300109341652
2019-12-Q1,2019,0.18856649166198589
2019-12-Q1,new,0.15263785805961833
2019-12-Q1,review,0.10979214351656756
2019-12-Q1,beauty,0.10354631105936174
2019-12-Q1,dec,0.09952441820607003
2019-12-Q1,best,0.09908071488080487
2019-12-Q1,world,0.09372500056292353
2019-12-Q1,important,0.0929241553276437
2019-12-Q1,says,0.09104714340398286
2019-12-Q1,briefing,0.08836928624504219
2019-12-Q1,kamala,0.0799071478300722
2019-12-Q1,dies,0.06962428613245748
2019-12-Q1,day,0.06962428613245748
2019-12-Q1,weekend,0.06426857181457614
2019-12-Q1,christmas,0.06181762335155844
2019-12-Q1,trumps,0.06159071465563546
2019-12-Q1,black,0.05995559016010356
2019-12-Q2,impeachment,0.315152739049294
2019-12-Q2,trump,0.2451673493348417
2019-12-Q2,new,0.19343478938345307
2019-12-Q2,2019,0.14010954907556464
2019-12-Q2,articles,0.1249415005640725
2019-12-Q2,review,0.11021284511382791
2019-12-Q2,briefing,0.09671739469172654
2019-12-Q2,dec,0.09056084790726303
2019-12-Q2,dies,0.08772042774365894
2019-12-Q2,volcano,0.08665637094785315
2019-12-Q2,zealand,0.0846583745252835
2019-12-Q2,pensacola,0.07723026467745321
2019-12-Q2,democrats,0.07647421905857447
2019-12-Q2,million,0.07647421905857447
2019-12-Q2,russia,0.06988741017515131
2019-12-Q2,big,0.06972649384752379
2019-12-Q2,christmas,0.06608400889284409
2019-12-Q2,day,0.06522801037348999
2019-12-Q2,semitism,0.06488596201654137
2019-12-Q2,election,0.06409346620757968
2019-12-Q3,impeachment,0.3663314193341261
2019-12-Q3,trump,0.2891868144261788
2019-12-Q3,impeached,0.1774020222658441
2019-12-Q3,2019,0.12930473730986303
2019-12-Q3,debate,0.1024337274611198
2019-12-Q3,new,0.09821438980511732
2019-12-Q3,christmas,0.08588080223710798
2019-12-Q3,briefing,0.08457350233218436
2019-12-Q3,dec,0.08449550697812254
2019-12-Q3,democrats,0.08184532483759777
2019-12-Q3,review,0.07638896984842458
2019-12-Q3,holiday,0.07626737614865255
2019-12-Q3,brees,0.0749400534505237
2019-12-Q3,day,0.0709326148592514
2019-12-Q3,dies,0.0709326148592514
2019-12-Q3,wars,0.06899821290497696
2019-12-Q3,democratic,0.06614069682957281
2019-12-Q3,star,0.06547625987007821
2019-12-Q3,india,0.06366403615142353
2019-12-Q3,weekend,0.06274808237549162
2019-12-Q4,christmas,0.32954470253904816
2019-12-Q4,new,0.22269683063545836
2019-12-Q4,2019,0.2165116304984777
2019-12-Q4,decade,0.15794103053530623
2019-12-Q4,year,0.11991367803447758
2019-12-Q4,dec,0.11495391853048229
2019-12-Q4,dies,0.11420350288997864
2019-12-Q4,eve,0.10955590360502343
2019-12-Q4,trump,0.10278315260098078
2019-12-Q4,briefing,0.08279753959523452
2019-12-Q4,years,0.07423227687848612
2019-12-Q4,2020,0.07423227687848612
2019-12-Q4,khashoggi,0.0731257597513585
2019-12-Q4,best,0.07137718930623665
2019-12-Q4,tv,0.06852210173398719
2019-12-Q4,herman,0.06769092238513574
2019-12-Q4,women,0.06281192658948825
2019-12-Q4,day,0.06281192658948825
2019-12-Q4,seals,0.0584298152560125
2019-12-Q4,000,0.05424666387273985
2020-1-Q1,suleimani,0.3003251540822429
2020-1-Q1,iran,0.22689958478983674
2020-1-Q1,globes,0.19758233821200194
2020-1-Q1,suleimanis,0.15860727497852278
2020-1-Q1,new,0.15800306806401784
2020-1-Q1,australia,0.1277537385911778
2020-1-Q1,trump,0.12640245445121426
2020-1-Q1,qassim,0.1168507727043694
2020-1-Q1,golden,0.11574031674636928
2020-1-Q1,carlos,0.11333666040554416
2020-1-Q1,2020,0.1069559229971813
2020-1-Q1,ghosn,0.09669078605940812
2020-1-Q1,briefing,0.0948018408384107
2020-1-Q1,iraq,0.09402466838848327
2020-1-Q1,commander,0.08830524261622484
2020-1-Q1,strike,0.08679200158936917
2020-1-Q1,iranian,0.08402471708235108
2020-1-Q1,impeachment,0.08160066888537802
2020-1-Q1,fires,0.07814128810162818
2020-1-Q1,altadena,0.07401672832331063
2020-1-Q2,iran,0.2466957178707744
2020-1-Q2,trump,0.21021547993090453
2020-1-Q2,impeachment,0.2093232626535707
2020-1-Q2,new,0.16895823620614758
2020-1-Q2,2020,0.16699360555258771
2020-1-Q2,meghan,0.09895195277411456
2020-1-Q2,harry,0.08768361967754813
2020-1-Q2,briefing,0.08644374875663365
2020-1-Q2,articles,0.0831480728207312
2020-1-Q2,jan,0.08041294932565472
2020-1-Q2,review,0.07858522614239422
2020-1-Q2,ukrainian,0.07814727584017168
2020-1-Q2,trumps,0.07662059548883436
2020-1-Q2,trial,0.07641017810156729
2020-1-Q2,says,0.07465596483527451
2020-1-Q2,textbooks,0.07420360255541457
2020-1-Q2,warren,0.07396187263615982
2020-1-Q2,ghosn,0.07380576051571772
2020-1-Q2,carlos,0.07328062268993527
2020-1-Q2,airliner,0.07184176711548337
2020-1-Q3,impeachment,0.2734792135876985
2020-1-Q3,davos,0.2519616406213885
2020-1-Q3,trump,0.22995967513450638
2020-1-Q3,trial,0.2011171510587225
2020-1-Q3,quit,0.14881068749452167
2020-1-Q3,touchdown,0.12457876004651341
2020-1-Q3,new,0.11072132506476233
2020-1-Q3,senate,0.09923891408587833
2020-1-Q3,49ers,0.08715112671304748
2020-1-Q3,2020,0.08304099379857174
2020-1-Q3,says,0.08091173754732632
2020-1-Q3,senators,0.07649945422705187
2020-1-Q3,trumps,0.07452396879359002
2020-1-Q3,managers,0.07321879419335142
2020-1-Q3,democrats,0.0723947125423446
2020-1-Q3,jan,0.07081029045435108
2020-1-Q3,mcconnell,0.06915274494677827
2020-1-Q3,sanders,0.06723053506354817
2020-1-Q3,coronavirus,0.06708633578143403
2020-1-Q3,briefing,0.06600694378860832
2020-1-Q4,trump,0.27158708281861127
2020-1-Q4,witnesses,0.25721290080895476
2020-1-Q4,impeachment,0.24482919646830012
2020-1-Q4,coronavirus,0.2255250041167443
2020-1-Q4,kobe,0.22185582606091545
2020-1-Q4,bolton,0.21434408400746227
2020-1-Q4,trial,0.15723748548534752
2020-1-Q4,iowa,0.15198424190476245
2020-1-Q4,bryant,0.14539229471476436
2020-1-Q4,democrats,0.13465241921258878
2020-1-Q4,trumps,0.13351129701587194
2020-1-Q4,new,0.13351129701587194
2020-1-Q4,says,0.1289468082290045
2020-1-Q4,senators,0.11518482741042228
2020-1-Q4,grammys,0.11309492726411065
2020-1-Q4,boltons,0.09807338438671195
2020-1-Q4,schiff,0.09659027903086212
2020-1-Q4,senate,0.09100482880706548
2020-1-Q4,lawyers,0.08758461287995037
2020-1-Q4,2020,0.08672528695048091
2020-2-Q1,coronavirus,0.3131515747028119
2020-2-Q1,iowa,0.2884290819631162
2020-2-Q1,trump,0.2301693730787162
2020-2-Q1,caucuses,0.17664196289413991
2020-2-Q1,bowl,0.1525911028564893
2020-2-Q1,impeachment,0.13437585649646155
2020-2-Q1,caucus,0.13191401103245848
2020-2-Q1,foreign,0.1253932223291215
2020-2-Q1,super,0.11966975189459876
2020-2-Q1,new,0.1131666084303688
2020-2-Q1,policy,0.11261569699231715
2020-2-Q1,china,0.09974006166744369
2020-2-Q1,union,0.0994517531297356
2020-2-Q1,trumps,0.09590390544946509
2020-2-Q1,state,0.09014967112249718
2020-2-Q1,dies,0.08631351490451858
2020-2-Q1,acquittal,0.08526652408987705
2020-2-Q1,2020,0.08055928057755067
2020-2-Q1,feb,0.0795820891505519
2020-2-Q1,kobe,0.07360081787255829
2020-2-Q2,coronavirus,0.2995678047765229
2020-2-Q2,hampshire,0.2601996070897728
2020-2-Q2,new,0.2501908001292266
2020-2-Q2,oscars,0.19090165966211173
2020-2-Q2,trump,0.15995805254163667
2020-2-Q2,review,0.11894316727455036
2020-2-Q2,2020,0.10868944595777877
2020-2-Q2,feb,0.09724169031572538
2020-2-Q2,build,0.09578008165289596
2020-2-Q2,love,0.09433423611429856
2020-2-Q2,bloomberg,0.08796655431021155
2020-2-Q2,day,0.08613125906088129
2020-2-Q2,westminster,0.080284867678079
2020-2-Q2,world,0.07792828200746403
2020-2-Q2,trumps,0.07792828200746403
2020-2-Q2,china,0.07587753774410971
2020-2-Q2,sanders,0.07471332231067637
2020-2-Q2,briefing,0.0738267934807554
2020-2-Q2,war,0.0738267934807554
2020-2-Q2,valentines,0.06749165924033727
2020-2-Q3,nevada,0.2981862527187342
2020-2-Q3,coronavirus,0.28170189344110586
2020-2-Q3,bloomberg,0.20380368889637168
2020-2-Q3,new,0.13841913885771312
2020-2-Q3,trump,0.13599073291284097
2020-2-Q3,2020,0.12870551507822448
2020-2-Q3,briefing,0.10199304968463073
2020-2-Q3,debate,0.09638852215419673
2020-2-Q3,dies,0.09227942590514208
2020-2-Q3,democratic,0.08958960872496656
2020-2-Q3,caucuses,0.08697099037629748
2020-2-Q3,fall,0.08075795099405673
2020-2-Q3,sanders,0.07962516407934193
2020-2-Q3,review,0.07770899023590912
2020-2-Q3,democrats,0.07770899023590912
2020-2-Q3,whats,0.07285217834616481
2020-2-Q3,blagojevich,0.0670508934633528
2020-2-Q3,affleck,0.0670508934633528
2020-2-Q3,weinstein,0.06501892015808602
2020-2-Q3,cobble,0.06337999767096815
2020-2-Q4,coronavirus,0.5601937704395411
2020-2-Q4,trump,0.16028033452427332
2020-2-Q4,new,0.15837223530374625
2020-2-Q4,weinstein,0.13623482914529642
2020-2-Q4,2020,0.11830215167267792
2020-2-Q4,sanders,0.10890908285898782
2020-2-Q4,south,0.10876165557004261
2020-2-Q4,review,0.0992211594674073
2020-2-Q4,bernie,0.09893435086795878
2020-2-Q4,nevada,0.09274268128211235
2020-2-Q4,carolina,0.08949490444461021
2020-2-Q4,bloomberg,0.08184780360532269
2020-2-Q4,harvey,0.0816116341182763
2020-2-Q4,feb,0.07916805971791127
2020-2-Q4,bryant,0.07798000231435627
2020-2-Q4,kobe,0.07321790627535187
2020-2-Q4,dies,0.07250777038002841
2020-2-Q4,fall,0.06959566378246018
2020-2-Q4,debate,0.0593610073438631
2020-2-Q4,briefing,0.05915107583633896
2020-3-Q1,coronavirus,0.6908490556504954
2020-3-Q1,super,0.15114818159502927
2020-3-Q1,sanders,0.11850579155031117
2020-3-Q1,tuesday,0.10863016239400446
2020-3-Q1,trump,0.09758302723529214
2020-3-Q1,review,0.08837708126969854
2020-3-Q1,new,0.08285351369034238
2020-3-Q1,biden,0.08285351369034238
2020-3-Q1,2020,0.07732994611098622
2020-3-Q1,dies,0.07180637853163006
2020-3-Q1,bernie,0.07098685939031621
2020-3-Q1,march,0.06787842165446772
2020-3-Q1,briefing,0.06628281095227391
2020-3-Q1,outbreak,0.06482544923525763
2020-3-Q1,day,0.06075924337291774
2020-3-Q1,million,0.05339448660044287
2020-3-Q1,devs,0.05083720894950238
2020-3-Q1,weekend,0.04971210821420543
2020-3-Q1,fall,0.047403670318123745
2020-3-Q1,elizabeth,0.047372443671919034
2020-3-Q2,coronavirus,0.8421640285863511
2020-3-Q2,sanders,0.09473180077184494
2020-3-Q2,trump,0.09240763868488383
2020-3-Q2,biden,0.07680634903678656
2020-3-Q2,new,0.06600545620348845
2020-3-Q2,home,0.061205059388689295
2020-3-Q2,markets,0.056425559949052156
2020-3-Q2,briefing,0.05520456337019034
2020-3-Q2,virus,0.05463230508516593
2020-3-Q2,pandemic,0.050965021889466465
2020-3-Q2,march,0.050276819163926734
2020-3-Q2,bernie,0.04467419405713143
2020-3-Q2,new_york,0.04320357133319244
2020-3-Q2,2020,0.04200347212949265
2020-3-Q2,day,0.04200347212949265
2020-3-Q2,review,0.039603273722093074
2020-3-Q2,joe,0.03921454221966776
2020-3-Q2,containment,0.03654221501916101
2020-3-Q2,just,0.0360029761109937
2020-3-Q2,fight,0.0360029761109937
2020-3-Q3,coronavirus,0.7375383898198666
2020-3-Q3,primary,0.2438778998459378
2020-3-Q3,results,0.22075401232215855
2020-3-Q3,election,0.17470265709869365
2020-3-Q3,district,0.15762896540178398
2020-3-Q3,virus,0.12813642094779296
2020-3-Q3,house,0.11875405123328951
2020-3-Q3,pandemic,0.1034313254758646
2020-3-Q3,california,0.092886832152771
2020-3-Q3,illinois,0.08314525339172703
2020-3-Q3,supported,0.06969122005054496
2020-3-Q3,home,0.06584383038677438
2020-3-Q3,ventilators,0.0649878142380547
2020-3-Q3,2020,0.0587891342739057
2020-3-Q3,trump,0.057613351588427585
2020-3-Q3,live,0.05504330292150622
2020-3-Q3,presidential,0.05226239445688089
2020-3-Q3,new,0.0505586554755589
2020-3-Q3,briefing,0.0505586554755589
2020-3-Q3,brady,0.04812515438157051
2020-3-Q4,coronavirus,0.8097620417068231
2020-3-Q4,virus,0.15131922996983505
2020-3-Q4,pandemic,0.1200601901897886
2020-3-Q4,dies,0.08820608642934408
2020-3-Q4,stimulus,0.08647011707204354
2020-3-Q4,home,0.08255185011977074
2020-3-Q4,trump,0.07463591928636806
2020-3-Q4,quarantine,0.06312732303582831
2020-3-Q4,briefing,0.05880405761956272
2020-3-Q4,crisis,0.05869400179094321
2020-3-Q4,lockdown,0.05831494952075447
2020-3-Q4,help,0.05767321035764805
2020-3-Q4,new,0.04862643226233071
2020-3-Q4,time,0.04749558500041604
2020-3-Q4,fight,0.046364737738501374
2020-3-Q4,day,0.045233890476586706
2020-3-Q4,new_york,0.04410304321467204
2020-3-Q4,health,0.04297219595275737
2020-3-Q4,need,0.0418413486908427
2020-3-Q4,2020,0.040710501428928035
2020-4-Q1,coronavirus,0.6136942578484058
2020-4-Q1,primary,0.28476054798230527
2020-4-Q1,results,0.25858674664850867
2020-4-Q1,district,0.22114572032260496
2020-4-Q1,election,0.2087440006757443
2020-4-Q1,house,0.16461344404497885
2020-4-Q1,pandemic,0.13672278086245962
2020-4-Q1,virus,0.11714575355122776
2020-4-Q1,count,0.11384363054020803
2020-4-Q1,california,0.10582292831462925
2020-4-Q1,map,0.10098980044595507
2020-4-Q1,dies,0.0836131779276083
