BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Michael Yardy,9,1,46,1,5.11,30,4,0,0,0
James Anderson,6,0,16,2,2.67,27,1,0,3,0
Tim Bresnan,8,1,27,1,3.38,28,0,0,0,0
Graeme Swann,10,2,29,1,2.90,45,3,0,0,0
Stuart Broad,6.4,0,15,4,2.25,29,1,0,0,0
Kevin Pietersen,8,0,30,0,3.75,28,3,0,0,0
