BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Robin Peterson,8,2,22,3,2.75,35,2,0,1,0
Dale Steyn,9,0,37,1,4.11,31,2,0,1,0
Morne Morkel,7,0,16,2,2.29,33,2,0,1,0
Jacques Kallis,4,1,14,0,3.50,16,0,0,1,0
Imran Tahir,8.4,1,38,4,4.38,30,4,0,1,0
Faf du Plessis,5,0,16,0,3.20,15,0,0,0,0
Jean-Paul Duminy,4,0,20,0,5.00,13,1,1,1,0
