BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Heath Streak,6,0,24,0,4.00,24,3,0,1,0
Andy Blignaut,9,1,36,1,4.00,43,6,0,4,0
Henry Olonga,4,0,21,1,5.25,21,2,0,1,8
Douglas Hondo,3,1,14,0,4.67,13,2,0,0,0
Grant Flower,3,0,27,0,9.00,9,6,0,0,0
Dougie Marillier,1,0,9,0,9.00,3,2,0,0,0
