BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Brett Lee,8.4,1,45,1,5.19,31,5,1,3,0
Shaun Tait,7,0,52,1,7.43,19,4,0,6,2
Mitchell Johnson,8,0,41,0,5.13,30,5,0,2,0
Shane Watson,7,0,37,1,5.29,20,4,0,1,0
Jason Krejza,9,0,45,0,5.00,20,2,0,0,0
Michael Clarke,3,0,19,0,6.33,3,1,0,0,0
David Hussey,5,0,19,1,3.80,17,2,0,0,0
