BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Ian Botham,10,0,52,1,5.20,-,-,-,3,0
Chris Lewis,5,0,38,0,7.60,-,-,-,0,0
Phil DeFreitas,8,1,28,1,3.50,-,-,-,1,0
Richard Illingworth,10,1,46,2,4.60,-,-,-,0,0
Gladstone Small,10,1,51,2,5.10,-,-,-,0,0
