BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Shingi Masakadza,6,1,44,0,7.33,21,6,0,5,0
Ray Price,8,1,21,2,2.63,36,2,0,3,0
Prosper Utseya,7,1,24,1,3.43,25,1,0,0,0
Greg Lamb,7,0,44,0,6.29,13,4,0,0,0
Graeme Cremer,6.1,0,31,0,5.03,17,2,0,1,0
