BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Abdul Razzaq,7,1,24,1,3.43,30,2,0,1,0
Umar Gul,7.4,1,36,3,4.70,26,4,0,0,1
Wahab Riaz,6,0,21,1,3.50,24,2,0,0,0
Shahid Afridi,8,0,33,1,4.13,29,4,0,0,0
Abdur Rehman,8,1,24,0,3.00,29,0,0,1,0
Mohammad Hafeez,3,0,11,1,3.67,7,0,0,0,0
