BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Paul Reiffel,4,0,38,1,9.50,-,-,-,1,3
Damien Fleming,5,1,20,1,4.00,-,-,-,0,0
Glenn McGrath,9,2,50,2,5.56,-,-,-,0,1
Mark Waugh,8,0,43,1,5.38,-,-,-,0,0
Shane Warne,10,0,52,2,5.20,-,-,-,1,0
Michael Bevan,10,0,52,1,5.20,-,-,-,1,1
Steve Waugh,4,0,25,0,6.25,-,-,-,0,0
