BATSMEN,,R,B,M,4s,6s,SR
Shivnarine Chanderpaul,c Cullinan b McMillan,56,93,126,4,0,60.22
Courtney Browne,c Cullinan b Matthews,26,18,25,3,0,144.44
Brian Lara,c Pollock b Symcox,111,94,142,16,0,118.09
Sir Richie Richardson,c Kirsten b Symcox,10,27,32,0,0,37.04
Roger Harper,lbw b McMillan,9,15,20,1,0,60.00
Roland Holder,run out (PR Adams),5,9,18,0,0,55.56
Keith Arthurton,c Hudson b PR Adams,1,5,4,0,0,20.00
Jimmy Adams,not out,13,17,26,1,0,76.47
Ian Bishop,b PR Adams,17,22,32,1,1,77.27
Sir Curtly Ambrose,not out,0,1,3,0,0,0.00
