BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Pat Cummins,10,0,33,3,3.30,41,4,0,0,1
Mitchell Starc,9,1,43,2,4.78,32,6,0,2,0
Kane Richardson,8.4,0,62,2,7.15,22,6,2,2,0
Nathan Coulter-Nile,9,0,53,1,5.89,23,2,2,2,0
Glenn Maxwell,7,0,58,0,8.29,13,4,3,1,0
Aaron Finch,2,0,13,1,6.50,4,1,0,1,0
