BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Curtly Ambrose,10,0,31,3,3.10,43,3,0,1,0
Courtney Walsh,10,3,25,0,2.50,52,1,0,1,7
Mervyn Dillon,7.4,1,22,0,2.87,35,2,0,2,1
Reon King,10,2,27,1,2.70,45,2,0,1,0
Phil Simmons,3,2,2,0,0.67,18,0,0,2,0
