BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Glenn McGrath,8.4,3,14,5,1.62,42,0,0,0,0
Damien Fleming,7,1,12,1,1.71,35,1,0,2,0
Tom Moody,7,0,16,1,2.29,30,1,0,1,0
Brendon Julian,7,1,36,0,5.14,27,2,0,4,1
Shane Warne,10,4,11,3,1.10,52,0,0,1,0
Michael Bevan,7,0,18,0,2.57,34,1,0,5,0
