BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Peter Rawson,9,0,41,0,4.56,-,-,-,0,0
Malcolm Jarvis,6,0,33,0,5.50,-,-,-,0,0
Ali Shah,7,0,31,0,4.43,-,-,-,0,0
Eddo Brandes,10,1,58,0,5.80,-,-,-,0,0
John Traicos,10,0,45,2,4.50,-,-,-,0,0
Iain Butchart,8,0,52,1,6.50,-,-,-,0,0
