BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Curtly Ambrose,10,1,24,2,2.40,-,-,-,0,0
Winston Benjamin,9.4,0,35,0,3.62,-,-,-,4,0
Anderson Cummins,10,0,33,4,3.30,-,-,-,0,0
Phil Simmons,9,0,48,1,5.33,-,-,-,1,1
Carl Hooper,10,0,46,1,4.60,-,-,-,0,0
Keith Arthurton,1,0,5,0,5.00,-,-,-,0,0
