BATSMEN,,R,B,M,4s,6s,SR
Terry Duffin,c O'Brien b Rankin,12,22,23,2,0,54.55
Vusi Sibanda,hit wicket b White,67,84,121,9,0,79.76
Chamu Chibhabha,c Langford-Smith b Johnston,12,36,66,1,0,33.33
Sean Williams,c Rankin b McCallan,14,13,10,2,0,107.69
Stuart Matsikenyeri,not out,73,76,122,9,1,96.05
Elton Chigumbura,c Bray b McCallan,4,9,5,0,0,44.44
Brendan Taylor,run out (McCallan),24,40,57,3,0,60.00
Gary Brent,lbw b Botha,3,12,15,0,0,25.00
Prosper Utseya,c Morgan b O'Brien,1,3,3,0,0,33.33
Chris Mpofu,run out (Johnston/O'Brien),0,5,3,0,0,0.00
Ed Rainsford,run out (O'Brien/White),1,1,10,0,0,100.00
