BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sir Ian Botham,12,3,42,1,3.50,-,-,-,0,0
Mike Hendrick,12,0,55,3,4.58,-,-,-,0,0
Chris Old,12,1,33,1,2.75,-,-,-,0,0
Sir Geoff Boycott,9,1,24,1,2.67,-,-,-,0,0
Graham Gooch,3,1,8,0,2.67,-,-,-,0,0
Bob Willis,12,1,41,1,3.42,-,-,-,0,0
