BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Danny Morrison,8,0,44,1,5.50,-,-,-,0,0
Chris Cairns,6,0,24,0,4.00,-,-,-,0,0
Gavin Larsen,8,1,41,1,5.13,-,-,-,0,0
Chris Harris,4,0,25,1,6.25,-,-,-,0,0
Shane Thomson,8.3,0,34,0,4.00,-,-,-,0,0
Nathan Astle,3,1,10,2,3.33,-,-,-,0,0
