BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Thomas Odoyo,3,0,25,0,8.33,8,3,1,1,0
Elijah Otieno,2,0,18,0,9.00,6,2,1,0,0
Jimmy Kamande,2,0,21,0,10.50,4,4,0,1,0
Nehemiah Odhiambo,1,0,5,0,5.00,3,0,0,1,1
