BATSMEN,,R,B,M,4s,6s,SR
Neil Johnson,c Wickramasinghe b Upashantha,8,17,36,1,0,47.06
Grant Flower,c Kaluwitharana b Wickramasinghe,42,69,100,6,0,60.87
Paul Strang,b Wickramasinghe,5,8,12,1,0,62.50
Murray Goodwin,run out (Jayasuriya/Muralitharan),21,29,39,2,0,72.41
Andy Flower,c Kaluwitharana b Jayasuriya,41,60,80,3,0,68.33
Alistair Campbell,c Kaluwitharana b Wickramasinghe,6,8,7,1,0,75.00
Guy Whittall,c Ranatunga b Muralitharan,4,11,9,1,0,36.36
Stuart Carlisle,run out (Vaas/Jayasuriya),27,36,52,1,1,75.00
Heath Streak,c Atapattu b Muralitharan,10,23,23,0,0,43.48
Eddo Brandes,not out,19,29,35,1,1,65.52
Henry Olonga,not out,5,10,11,1,0,50.00
