BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mohammed Shami,9,2,48,3,5.33,37,2,4,3,0
Umesh Yadav,9.5,1,43,3,4.37,37,2,1,2,0
Mohit Sharma,10,1,48,3,4.80,33,4,1,1,0
Ravichandran Ashwin,10,0,75,1,7.50,28,7,4,1,0
Ravindra Jadeja,10,0,71,0,7.10,26,8,2,0,0
