BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Tinashe Panyangara,8.4,1,53,2,6.12,30,5,2,2,0
Tendai Chatara,10,1,59,0,5.90,35,8,0,6,1
Tawanda Mupariwa,10,0,61,0,6.10,25,5,1,2,0
Solomon Mire,5,0,29,0,5.80,15,4,0,0,0
Sean Williams,5,0,31,0,6.20,16,2,2,0,0
Sikandar Raza,8,0,37,1,4.63,20,2,0,1,0
Hamilton Masakadza,2,0,15,0,7.50,6,1,1,1,0
