BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Umar Gul,9,1,38,2,4.22,35,4,0,2,1
Naved-ul-Hasan,9,1,49,0,5.44,36,7,1,0,2
Iftikhar Anjum,10,3,44,3,4.40,40,4,2,0,0
Danish Kaneria,9,2,45,1,5.00,37,5,2,3,0
Mohammad Hafeez,9,0,39,2,4.33,27,1,1,0,0
Shoaib Malik,4,0,24,0,6.00,12,2,1,0,0
