BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Wasim Akram,8.3,2,24,3,2.82,44,1,0,5,4
Shoaib Akhtar,7,0,26,3,3.71,34,2,0,6,0
Waqar Younis,6,1,19,1,3.17,28,2,0,1,0
Saqlain Mushtaq,8,2,32,1,4.00,36,3,2,0,0
Abdul Razzaq,6,0,23,1,3.83,25,2,0,1,2
Saeed Anwar,4,0,15,1,3.75,13,1,0,0,0
