BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Sheldon Cottrell,10,1,56,4,5.60,30,3,1,1,0
Kemar Roach,10,2,38,0,3.80,41,5,0,0,0
Jason Holder,7,0,42,0,6.00,17,5,0,0,1
Oshane Thomas,6,0,30,0,5.00,20,4,0,0,0
Carlos Brathwaite,6,0,58,2,9.67,8,3,3,1,0
Ashley Nurse,9,0,55,0,6.11,13,3,0,0,0
Chris Gayle,2,0,8,1,4.00,5,0,0,1,0
