BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Mohammad Naveed,9.2,1,65,2,6.96,27,9,0,0,1
Manjula Guruge,7,0,21,1,3.00,29,0,0,1,0
Amjad Javed,10,0,60,3,6.00,32,6,2,0,0
Mohammad Tauqir,9,0,38,2,4.22,31,3,0,0,1
Rohan Mustafa,9,0,45,0,5.00,21,2,0,0,0
Krishna Chandran,5,0,43,0,8.60,7,5,0,1,0
