BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Ashantha de Mel,12,1,39,5,3.25,-,-,-,0,0
Vinothen John,12,1,48,0,4.00,-,-,-,0,0
Rumesh Ratnayake,12,2,42,2,3.50,-,-,-,0,0
Arjuna Ranatunga,11,0,49,0,4.45,-,-,-,0,0
Somachandra De Silva,12,1,42,0,3.50,-,-,-,0,0
Sidath Wettimuny,1,0,4,0,4.00,-,-,-,0,0
