BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Imran Tahir,9,0,59,1,6.56,23,7,1,0,0
Kagiso Rabada,10,0,56,3,5.60,33,6,1,0,0
Dwaine Pretorius,6,2,27,2,4.50,26,5,0,1,0
Chris Morris,9,0,63,1,7.00,24,7,2,0,0
Tabraiz Shamsi,9,0,62,0,6.89,20,7,0,1,0
Andile Phehlukwayo,2.5,0,22,2,7.76,5,2,0,1,0
Jean-Paul Duminy,4,0,22,0,5.50,11,3,0,0,0
