BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Patrick Patterson,9,0,56,3,6.22,-,-,-,0,0
Courtney Walsh,10,0,24,0,2.40,-,-,-,0,0
Winston Benjamin,10,0,63,0,6.30,-,-,-,0,0
Roger Harper,10,1,52,1,5.20,-,-,-,0,0
Carl Hooper,3,0,27,0,9.00,-,-,-,0,0
Sir Viv Richards,8,0,32,1,4.00,-,-,-,0,0
