BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Tim Southee,9,0,65,2,7.22,29,7,1,4,0
Trent Boult,10,3,27,5,2.70,46,1,1,2,0
Daniel Vettori,10,0,41,2,4.10,33,2,1,0,0
Adam Milne,3,0,6,0,2.00,15,1,0,0,0
Corey Anderson,0.2,0,6,1,18.00,1,0,1,0,0
